Job Title,Job Info,Job Type,Job Link,employees
Data Annotator,"DataVision Ptv Ltd · Pakistan (Remote)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3727535445,51-200 employees
PowerBi Data Analyst,"Arsons Pharmaceutical Industries Pvt Limited · Lahore, Punjab, Pakistan (On-site)  
1 week ago

 · 40 applicants",Full-time,https://www.linkedin.com/jobs/view/3725544721,51-200 employees
Analyst - EMEA,"IDR · Islamabad, Islāmābād, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3697131076,201-500 employees
Email Copywriter/Strategist,"InvoZone · Lahore, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3723056673,201-500 employees
Fresh Telecom Intern,"Hillcrest Solutions (Private) Limited · Karāchi, Sindh, Pakistan (On-site)  
1 week ago",Internship,https://www.linkedin.com/jobs/view/3727538999,"1,001-5,000 employees"
Research Analyst,"NUR Center for Research & Policy at NUR Foundation · Lahore District, Punjab, Pakistan (On-site)  
1 week ago

 · 51 applicants",Full-time,https://www.linkedin.com/jobs/view/3727525426,51-200 employees
Marketing Analyst,"Oxford University Press · Karāchi, Sindh, Pakistan (On-site)  
1 week ago

 · 289 applicants",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3728757956,"5,001-10,000 employees · Book and Periodical Publishing"
Data Integration and Analysis Specialist,"Hanif Rajput · Islamabad, Islāmābād, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3727519511,51-200 employees
Associate,"Gigalabs (Pvt) Ltd. · Lahore, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3727539221,51-200 employees
Social Media Executive Intern,"Inspired Solutions Provider · Karachi Division, Sindh, Pakistan (On-site)  
1 week ago

 · 51 applicants",Full-time,https://www.linkedin.com/jobs/view/3726657506,11-50 employees
Business Development Interns(Leading To Permanent Job),"TechieMinions · Lahore, Punjab, Pakistan (On-site)  
1 week ago

 · 20 applicants",Internship,https://www.linkedin.com/jobs/view/3727521023,11-50 employees
Junior Backend Developer (Python),"Kamayi · Lahore, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3727532698,11-50 employees
QHSE Analyst,"Ultra Pack (Private) Limited · Lahore, Punjab, Pakistan (On-site)  
1 week ago

 · 51 applicants",Full-time,https://www.linkedin.com/jobs/view/3515858032,51-200 employees
Digital Marketing Executive (Internship leading to permanent job),"Mobaso · Lahore, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3727392067,11-50 employees
Management Trainee Officer,"Enrichers Investment Group · Lahore, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3728787038,"501-1,000 employees"
Tax Intern,"MEP Solutions Pvt. Ltd. · Lahore, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3727514695,"501-1,000 employees"
