Job Title,Job Info,Job Type,Job Link,employees
Digital Marketing Executive,"COSMO · Pakistan (Remote)  
1 week ago",Contract,https://www.linkedin.com/jobs/view/3730677619,11-50 employees
DM Technical Performance,"K-Electric · Karāchi, Sindh, Pakistan (On-site)  
1 week ago

 · 187 applicants",Full-time · Associate,https://www.linkedin.com/jobs/view/3731408240,"10,001+ employees · Oil and Gas"
Estimation Engineer (MV Switchgear),"Siemens · Karāchi, Sindh, Pakistan (Hybrid)  
1 week ago

 · 198 applicants",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3727206659,"10,001+ employees · Automation Machinery Manufacturing"
Sr. SDET Engineer,"Afiniti · Lahore, Punjab, Pakistan (On-site) Reposted  
1 week ago",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3631035048,"1,001-5,000 employees · Software Development"
Business Development Interns,"HandyBuilds · Lahore, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3730383553,11-50 employees
Senior GRC Analyst,"Daraz · Karachi Division, Sindh, Pakistan (Hybrid) Reposted  
1 week ago

 · 254 applicants",Full-time · Associate,https://www.linkedin.com/jobs/view/3705698711,"1,001-5,000 employees · Software Development"
Solutions Architect,"Teradata · Islāmābād, Pakistan (Hybrid) Reposted  
1 week ago

 · 201 applicants",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3332190358,"10,001+ employees · Software Development"
Agile Product Development Analyst,"Telenor · Islamabad, Islāmābād, Pakistan (On-site) Reposted  
1 week ago

 · 97 applicants",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3731354007,"10,001+ employees · Telecommunications"
"AI-Augmented Software Developer, Skyvera (Remote) - $200,000/year USD","Crossover  · Lahore, Punjab, Pakistan (Remote) Reposted  
4 hours ago

 · 54 applicants",Full-time · Director,https://www.linkedin.com/jobs/view/3727373102,"5,001-10,000 employees · IT Services and IT Consulting"
Associate Software Architect,"CureMD · Lahore, Punjab, Pakistan (On-site) Reposted  
1 week ago

 · 322 applicants",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3659037540,"1,001-5,000 employees · Software Development"
AM Planning & Operations,"Telenor · Peshawar, Khyber Pakhtunkhwa, Pakistan (On-site) Reposted  
1 week ago

 · 212 applicants",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3731348521,"10,001+ employees · Telecommunications"
POWER BI Developer,"ASPIRE HR · Karāchi, Sindh, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3730662762,1-10 employees
Cross-Platform Mobile Developers M5164,"Nisum · Islamabad, Islāmābād, Pakistan (Hybrid)  
1 week ago

 · 68 applicants",Full-time · Entry level,https://www.linkedin.com/jobs/view/3731391583,"1,001-5,000 employees · IT Services and IT Consulting"
Head of Commercials,"foodpanda · Karachi Division, Sindh, Pakistan (On-site)  
1 week ago

 · 244 applicants",Full-time · Director,https://www.linkedin.com/jobs/view/3730657977,"5,001-10,000 employees · Internet Marketplace Platforms"
DevOps Engineer,"Bayut.com · Karāchi, Sindh, Pakistan Reposted  
1 week ago

 · 78 applicants",Full-time · Entry level,https://www.linkedin.com/jobs/view/3730356736,201-500 employees · Real Estate
Cloud Technical Specialist,"Zones IT Solutions · Islamabad, Islāmābād, Pakistan (On-site) Reposted  
13 hours ago

 · 94 applicants",Full-time,https://www.linkedin.com/jobs/view/3720211981,"501-1,000 employees · IT Services and IT Consulting"
Associate SQA Engineer,"Nakisa · Lahore, Punjab, Pakistan (On-site) Reposted  
4 days ago

 · 409 applicants",Full-time · Entry level,https://www.linkedin.com/jobs/view/3731363647,201-500 employees · Software Development
Live Ops Agent - Intern,"Careem · Lahore, Punjab, Pakistan (Remote)  
1 week ago

 · 307 applicants",Internship · Internship,https://www.linkedin.com/jobs/view/3730366816,"1,001-5,000 employees · IT Services and IT Consulting"
Technology Consulting- SAP- EAM- Rapid Innovation,"EY · Karachi Division, Sindh, Pakistan (Hybrid) Reposted  
5 days ago

 · 227 applicants",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3637936648,"10,001+ employees · Professional Services"
Pre-Sales Solutions Engineer,"Oracle · Karāchi, Sindh, Pakistan (Hybrid) Reposted  
14 hours ago

 · 149 applicants",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3722491418,"10,001+ employees · IT Services and IT Consulting"
DevOps Manager,"TCP Software · Lahore, Punjab, Pakistan (On-site) Reposted  
1 week ago

 · 45 applicants",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3730307114,"501-1,000 employees · Software Development"
Regional Sales Manager - Sukkur,"UPL · Sindh, Pakistan (On-site) Reposted  
1 week ago",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3730663222,"10,001+ employees · Farming"
Expression of Interest - Market Planning Manager,"BAT · Lahore, Punjab, Pakistan Reposted  
1 week ago

 · 424 applicants",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3680467126,"10,001+ employees · Tobacco Manufacturing"
Lead Generation Intern ( Technical ),"Digixvalley · Lahore, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3730655941,201-500 employees
Research Analyst,"Silverlight Co · Pakistan (Remote)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3731398083,See how you compare to 52 applicants. Reactivate Premium
Paid Media Expert,"COSMO · Pakistan (Remote)  
1 week ago

 · 213 applicants",Full-time,https://www.linkedin.com/jobs/view/3730675595,11-50 employees
Sr. SDET Engineer,"Afiniti · Islamabad, Islāmābād, Pakistan (On-site) Reposted  
1 week ago",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3631031803,"1,001-5,000 employees · Software Development"
Business Analyst,"HR Ways - Hiring Tech Talent · Karāchi, Sindh, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3730678380,11-50 employees
UI/UX Designer,"Daraz · Karachi Division, Sindh, Pakistan (On-site) Reposted  
1 week ago

 · 930 applicants",Full-time · Associate,https://www.linkedin.com/jobs/view/3704836249,"1,001-5,000 employees · Software Development"
Oracle NetSuite Architect & Functional Consultant,"CureMD · Lahore, Punjab, Pakistan Reposted  
1 week ago

 · 51 applicants",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3713583206,"1,001-5,000 employees · Software Development"
"AI-Augmented Software Developer, Skyvera (Remote) - $200,000/year USD","Crossover  · Karāchi, Sindh, Pakistan (Remote) Reposted  
4 hours ago

 · 49 applicants",Full-time · Director,https://www.linkedin.com/jobs/view/3727370489,"5,001-10,000 employees · IT Services and IT Consulting"
Cross-Platform Mobile Developer M5164,"Nisum · Karāchi, Sindh, Pakistan (Hybrid)  
1 week ago

 · 59 applicants",Full-time · Entry level,https://www.linkedin.com/jobs/view/3731388822,"1,001-5,000 employees · IT Services and IT Consulting"
Manager Sales & Distribution,"Telenor · Mardān, Khyber Pakhtunkhwa, Pakistan (On-site) Reposted  
1 week ago

 · 225 applicants",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3731335214,"10,001+ employees · Telecommunications"
Sales And Marketing Intern,"Adxa Sol Pvt. Ltd · Islamabad, Islāmābād, Pakistan (Hybrid)  
1 week ago",Part-time,https://www.linkedin.com/jobs/view/3730383733,1-10 employees
Senior JavaScript Engineer,"Systems Limited · Punjab, Pakistan (On-site)  
1 week ago",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3731372064,"5,001-10,000 employees · IT Services and IT Consulting"
Aspire for Unilever - Shift Manager,"Unilever · Lahore, Punjab, Pakistan (On-site) Reposted  
1 week ago

 · 2,943 applicants",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3695602252,"10,001+ employees · Manufacturing"
Senior Software Engineer,"Gelato · Lahore, Punjab, Pakistan (Hybrid)  
1 week ago",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3730665552,201-500 employees · Internet Marketplace Platforms
,,,https://www.linkedin.com/jobs/view/3730337976,
Internship Program - Angular frontend developer,"Design Genius Pro · Gujranwala, Punjab, Pakistan (Hybrid)  
1 week ago

 · 42 applicants",Internship,https://www.linkedin.com/jobs/view/3730392425,1-10 employees
Branding Manager Internship,"TechXellerate · Karāchi, Sindh, Pakistan (On-site)  
1 week ago

 · 32 applicants",Full-time,https://www.linkedin.com/jobs/view/3730669439,51-200 employees
Business Development Executive,"Big Entities · Lahore, Punjab, Pakistan (On-site)  
1 week ago

 · 35 applicants",Full-time,https://www.linkedin.com/jobs/view/3730642252,11-50 employees
Research Academic Writer,"WebNike · Karāchi, Sindh, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3730670970,51-200 employees
,,,https://www.linkedin.com/jobs/view/3730339864,
Site Manager,"A.P. Moller - Maersk · Karāchi, Sindh, Pakistan (On-site) Reposted  
3 days ago

 · 399 applicants",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3731197497,"10,001+ employees · Transportation, Logistics, Supply Chain and Storage"
Territory Sales Supervisor,"Jazz · Thatta, Sindh, Pakistan (On-site)  
1 week ago",Full-time · Entry level,https://www.linkedin.com/jobs/view/3730353844,"1,001-5,000 employees · Telecommunications"
International Recruitment Manager- Pakistan,"ApplyBoard · Lahore, Punjab, Pakistan (On-site)  
1 week ago

 · 245 applicants",Internship · Mid-Senior level,https://www.linkedin.com/jobs/view/3731309281,"1,001-5,000 employees · Technology, Information and Internet"
Business Development Associate,"Tecaudex · Lahore, Punjab, Pakistan (On-site)  
1 week ago

 · 19 applicants",Full-time,https://www.linkedin.com/jobs/view/3730371929,11-50 employees
International Sales Executive- US Market,"marcus evans Group · Karāchi, Sindh, Pakistan (On-site) Reposted  
1 week ago

 · 830 applicants",Full-time,https://www.linkedin.com/jobs/view/3709983319,"1,001-5,000 employees · Events Services"
Technical Manager,"Ontex · Karāchi, Sindh, Pakistan (On-site)  
1 week ago

 · 267 applicants",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3730355813,"5,001-10,000 employees · Consumer Goods"
Manager Admin Services & Security,"Ingredion Incorporated · Jarānwāla, Punjab, Pakistan Reposted  
1 week ago

 · 1,708 applicants",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3537348803,"10,001+ employees · Food and Beverage Services"
"AI Super Engineer, Trilogy (Remote) - $200,000/year USD","Crossover  · Lahore, Punjab, Pakistan (Remote) Reposted  
1 week ago",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3727365910,"5,001-10,000 employees · IT Services and IT Consulting"
Cross-Platform Mobile Developers M5164,"Nisum · Lahore, Punjab, Pakistan (Hybrid)  
1 week ago

 · 72 applicants",Full-time · Entry level,https://www.linkedin.com/jobs/view/3731392622,"1,001-5,000 employees · IT Services and IT Consulting"
Manager AML (MGN Pakistan),"Mashreq · Pakistan (Remote)  
1 week ago

 · 779 applicants",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3730377004,"1,001-5,000 employees · Banking"
,,,https://www.linkedin.com/jobs/view/3726984475,
Junior Software Quality Assurance Engineer,"Workbox Technologies · Peshawar, Khyber Pakhtunkhwa, Pakistan (On-site)  
1 week ago

 · 37 applicants",Full-time,https://www.linkedin.com/jobs/view/3731367839,11-50 employees
Full-Stack Back-End-Heavy Developer,"Turing · Pakistan (Remote) Reposted  
1 week ago

 · 18 applicants",Full-time · Entry level,https://www.linkedin.com/jobs/view/3729959310,"1,001-5,000 employees · IT Services and IT Consulting"
Communications Specialist,"Kennis Zone Pvt Ltd · Islāmābād, Pakistan (On-site)  
1 week ago

 · 337 applicants",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3730359098,11-50 employees · Human Resources Services
Graphic Design Intern,"DigitaLoggia · Pakistan (Remote)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3731408885,11-50 employees
Jr Business Development Specialist,"ZAPTA Technologies (Pvt.) Limited · Lahore, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3730393162,51-200 employees
Search Engine Optimization Specialist,"Buy Amazon ebay products in Pakistan | shoppingbag.pk · Lahore, Punjab, Pakistan (On-site)  
1 week ago

 · 47 applicants",Full-time,https://www.linkedin.com/jobs/view/3716097411,11-50 employees
Performance Specialist,"Rex Technologies · Lahore District, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3730374385,51-200 employees
Business Development Executive,"Academy of Continuing Health Education and Research (ACHER) · Islamabad, Islāmābād, Pakistan (On-site)  
1 week ago

 · 14 applicants",Full-time,https://www.linkedin.com/jobs/view/3730363112,11-50 employees
Head of Power Planning,"Jazz · Islamabad, Islāmābād, Pakistan (On-site)  
1 week ago",Full-time · Director,https://www.linkedin.com/jobs/view/3731371946,"1,001-5,000 employees · Telecommunications"
Technical Support - Shopify,"Inspon Tech · Pakistan (Remote)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3731382822,1-10 employees
Closer,"J.Sons Communications · Islamabad, Islāmābād, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3730349994,51-200 employees
Web Developer,"Thokmandee.com · Pakistan (Remote)  
1 week ago",Contract,https://www.linkedin.com/jobs/view/3730360128,11-50 employees
Business Analyst - Finance,"Eplanet Global · Karāchi, Sindh, Pakistan (On-site)  
1 week ago

 · 52 applicants",Full-time,https://www.linkedin.com/jobs/view/3730638181,"501-1,000 employees"
Sales Support Specialist,"PromoGen | Business Development  · Islāmābād, Pakistan (Remote)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3730674552,11-50 employees
International Sales Executive,"EUROSOFT TECH LIMITED · Karāchi, Sindh, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3730352554,11-50 employees
Research Manager,"M&C Saatchi Pakistan · Islamabad, Islāmābād, Pakistan (Hybrid)  
1 week ago

 · 376 applicants",Full-time,https://www.linkedin.com/jobs/view/3730345375,51-200 employees
Digital Content Associate,"BroadPeak Technologies · Islamabad, Islāmābād, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3730660765,51-200 employees
Amazon FBA Consultant,"NestedSol · Karachi Division, Sindh, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3730348712,See how you compare to 119 applicants. Reactivate Premium
Business Development Representative-Australia region,"Algo · Lahore, Punjab, Pakistan (Hybrid)  
1 week ago

 · 51 applicants",Full-time,https://www.linkedin.com/jobs/view/3730388731,201-500 employees
Area Sales Manager,"Jazz · Mīrpur Khās, Sindh, Pakistan (On-site)  
1 week ago",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3731309466,"1,001-5,000 employees · Telecommunications"
Social Media Marketing Specialist,"Cross Sky Consultants · Peshawar, Khyber Pakhtunkhwa, Pakistan (Hybrid)  
1 week ago",Contract,https://www.linkedin.com/jobs/view/3730383291,1-10 employees
"AI-Augmented Software Developer, Trilogy (Remote) - $200,000/year USD","Crossover  · Rawalpindi, Punjab, Pakistan (Remote) Reposted  
1 week ago",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3710741434,"5,001-10,000 employees · IT Services and IT Consulting"
"Youth Program Director, Alpha - an EDU Startup (Remote) - $100,000/year USD","Crossover  · Lahore, Punjab, Pakistan (Remote) Reposted  
1 week ago",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3715442415,"5,001-10,000 employees · IT Services and IT Consulting"
"Development Team Lead, Trilogy (Remote) - $100,000/year USD","Crossover  · Rawalpindi, Punjab, Pakistan (Remote) Reposted  
1 day ago

 · 162 applicants",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3715440575,"5,001-10,000 employees · IT Services and IT Consulting"
"Software Development Engineer, Trilogy (Remote) - $100,000/year USD","Crossover  · Islamabad, Islāmābād, Pakistan (Remote) Reposted  
1 day ago

 · 136 applicants",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3715443257,"5,001-10,000 employees · IT Services and IT Consulting"
