Job Title,Job Info,Job Type,Job Link,employees
Senior Tax Controller,"Softvira Pakistan · Karāchi, Sindh, Pakistan  
5 days ago","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3737302493,11-50 employees
Dotnet Developer,"Orbilon Technologies · Lahore, Punjab, Pakistan  
5 days ago","On-site

 
Internship",https://www.linkedin.com/jobs/view/3737187708,1-10 employees
PHP Developer,"SocialB.Digital · Lahore, Punjab, Pakistan  
5 days ago

 · 189 applicants","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3737308152,11-50 employees
Animator,"Creative Frontiers · Lahore, Punjab, Pakistan  
5 days ago","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3737303138,51-200 employees
Data Analyst,"Taleemabad · Islāmābād, Pakistan  
5 days ago","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3737307297,51-200 employees
Assitant Accounts Manager,"ASK Management Consultants · Multan, Punjab, Pakistan  
5 days ago","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3737181610,1-10 employees
Facilities Administrator,"Get Licensed · Karāchi, Sindh, Pakistan  
5 days ago","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3737308684,51-200 employees
Senior Investment Advisor,"Agency21 International · Quetta, Baluchistan, Pakistan  
5 days ago","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3737304272,201-500 employees
Integration Analyst II,"TCP Software · Lahore, Punjab, Pakistan Reposted  
5 days ago

 · 68 applicants","On-site

 
Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3724807715,"501-1,000 employees · Software Development"
Trade Finance Professionals,"Euro Exim Bank · Pakistan  
5 days ago","Remote

 
Part-time

 
Executive",https://www.linkedin.com/jobs/view/3738369777,51-200 employees · International Trade and Development
Deep Learning Engineer - Focus on LLM,"Zaheen Systems · Islamabad, Islāmābād, Pakistan  
5 days ago

 · 51 applicants","Hybrid

 
Full-time",https://www.linkedin.com/jobs/view/3737300134,11-50 employees
WalkMe Administrator & Developer,"S&P Global · Islamabad, Islāmābād, Pakistan Reposted  
5 days ago

 · 80 applicants","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3725741407,"10,001+ employees · Financial Services"
"Research Executive, Customer Success","NielsenIQ · Lahore, Punjab, Pakistan Reposted  
5 days ago

 · 399 applicants","Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3727697626,"10,001+ employees · Information Services"
Senior Programme Associate (SB3/3),"UNDP Careers · Islamabad, Islāmābād, Pakistan Reposted  
5 days ago

 · 234 applicants","On-site

 
Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3738360628,"10,001+ employees · International Affairs"
Senior Dynamic 365 Engineer,"Turing · Pakistan Reposted  
5 days ago

 · 16 applicants","Remote

 
Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3736614871,"1,001-5,000 employees · IT Services and IT Consulting"
HR Business Partner,"Jazz · Islamabad, Islāmābād, Pakistan  
5 days ago

 · 418 applicants","On-site

 
Contract

 
Associate",https://www.linkedin.com/jobs/view/3737305570,"1,001-5,000 employees · Telecommunications"
Data Engineer (Fresh),"HR Ways - Hiring Tech Talent · Karachi Division, Sindh, Pakistan  
5 days ago","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3737185410,11-50 employees
Senior Data Engineer,"Dubizzle Labs · Lahore, Punjab, Pakistan Reposted  
5 days ago

 · 95 applicants","Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3725390308,201-500 employees · IT Services and IT Consulting
Microsoft Dynamics Techno-Functional Lead,"Avrioc Technologies · Karāchi, Sindh, Pakistan  
6 days ago

 · 36 applicants","On-site

 
Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3732559210,201-500 employees · IT System Custom Software Development
Cloud Technical Specialist,"Zones IT Solutions · Islamabad, Islāmābād, Pakistan Reposted  
5 days ago

 · 110 applicants","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3720211981,"501-1,000 employees · IT Services and IT Consulting"
"Artificial Intelligence Engineer, Trilogy (Remote) - $200,000/year USD","Crossover  · Islamabad, Islāmābād, Pakistan Reposted  
1 day ago

 · 53 applicants","Remote

 
Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3735607885,"5,001-10,000 employees · IT Services and IT Consulting"
Expression of Interest - Customer Sales Representative,"BAT · Lahore, Punjab, Pakistan Reposted  
5 days ago

 · 926 applicants","Full-time

 
Entry level",https://www.linkedin.com/jobs/view/3688322763,"10,001+ employees · Tobacco Manufacturing"
Python Data Scientist,"Turing · Pakistan Reposted  
6 days ago

 · 214 applicants","Remote

 
Full-time

 
Entry level",https://www.linkedin.com/jobs/view/3733474754,"1,001-5,000 employees · IT Services and IT Consulting"
Training Specialist (For women police officials aspiring to join peacekeeping missions) - Islamabad,"UN Women · Islamabad, Islāmābād, Pakistan  
6 days ago

 · 149 applicants","On-site

 
Full-time

 
Internship",https://www.linkedin.com/jobs/view/3737960371,"1,001-5,000 employees · International Affairs"
Survey Programmer,"Atheneum · Lahore, Punjab, Pakistan  
6 days ago

 · 71 applicants","On-site

 
Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3736617415,"501-1,000 employees · Information Services"
Illustrator,"Creative Frontiers · Lahore, Punjab, Pakistan  
5 days ago","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3737199523,51-200 employees
Accounts manager,"ASK Management Consultants · Multan, Punjab, Pakistan  
5 days ago","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3735650964,1-10 employees
Programme Officer – Counter Terrorism Rule of Law (SB4/3),"UNDP Careers · Islamabad, Islāmābād, Pakistan Reposted  
2 days ago

 · 223 applicants","On-site

 
Full-time

 
Entry level",https://www.linkedin.com/jobs/view/3738356774,"10,001+ employees · International Affairs"
Internship: Sales Team support – Islamabad/Pakistan - start your career with us!,"Medtronic · Karāchi, Sindh, Pakistan Reposted  
5 days ago

 · 116 applicants","On-site

 
Full-time

 
Associate",https://www.linkedin.com/jobs/view/3737985036,"10,001+ employees · Medical Equipment Manufacturing"
BI Engineer/Looker Dashboard Developer,"Turing · Pakistan Reposted  
6 days ago

 · 97 applicants","Remote

 
Full-time

 
Entry level",https://www.linkedin.com/jobs/view/3733472963,"1,001-5,000 employees · IT Services and IT Consulting"
