Job Title,Job Info,Job Type,Job Link,employees
Senior Microsoft Dynamics 365 Finance Consultant,"Yasoob Consulting · Islamabad, Islāmābād, Pakistan  
5 days ago

 · 79 applicants","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3733727728,11-50 employees
,,,https://www.linkedin.com/jobs/view/3734959064,
DevOps Engineer,"7CTECH · Karāchi, Sindh, Pakistan  
4 days ago","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3737627453,11-50 employees
Animator,"Creative Frontiers · Lahore, Punjab, Pakistan  
5 days ago","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3737303138,51-200 employees
Deep Learning Engineer - Focus on LLM,"Zaheen Systems · Islamabad, Islāmābād, Pakistan  
5 days ago

 · 51 applicants","Hybrid

 
Full-time",https://www.linkedin.com/jobs/view/3737300134,11-50 employees
Senior Computer Vision Engineer,"Motive · Pakistan Reposted  
5 days ago

 · 30 applicants","Remote

 
Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3739294137,"1,001-5,000 employees · Software Development"
Deputy Chief of Party,"International Rescue Committee · Islamabad, Islāmābād, Pakistan Reposted  
15 hours ago

 · 425 applicants","On-site

 
Full-time

 
Director",https://www.linkedin.com/jobs/view/3725499425,"5,001-10,000 employees · Non-profit Organization Management"
Senior D365 F&O Developer,"Zones IT Solutions · Islamabad, Islāmābād, Pakistan Reposted  
4 days ago

 · 88 applicants","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3689677439,"501-1,000 employees · IT Services and IT Consulting"
Executive MFS & Digital,"Ufone 4G · Islāmābād, Pakistan  
5 days ago","On-site

 
Full-time

 
Entry level",https://www.linkedin.com/jobs/view/3738397673,"1,001-5,000 employees · Telecommunications"
Data Engineer,"Conrad Labs · Lahore, Punjab, Pakistan  
5 days ago

 · 179 applicants","Hybrid

 
Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3738381880,51-200 employees · Information Technology & Services
Data Ops - Campaign Management Expert,"Telenor · Islamabad, Islāmābād, Pakistan Reposted  
17 hours ago

 · 69 applicants","On-site

 
Full-time

 
Entry level",https://www.linkedin.com/jobs/view/3737788366,"10,001+ employees · Telecommunications"
Senior Data Engineer,"Dubizzle Labs · Lahore, Punjab, Pakistan Reposted  
5 days ago

 · 95 applicants","Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3725390308,201-500 employees · IT Services and IT Consulting
Software Engineering Manager,"Careem · Islamabad, Islāmābād, Pakistan  
5 days ago

 · 40 applicants","Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3737891437,"1,001-5,000 employees · IT Services and IT Consulting"
.NET Solutions Architect - Full Remote - Contractor in USD,"All European Careers · Islāmābād, Pakistan  
5 days ago

 · 151 applicants","Remote

 
Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3733094313,51-200 employees · IT Services and IT Consulting
Assistant Manager Quality Control,"Olympia Chemicals Limited Unit-II  · Lahore, Punjab, Pakistan  
4 days ago","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3734951458,See how you compare to 235 applicants. Reactivate Premium
Intern – Treasury,"Afiniti · Peshawar, Khyber Pakhtunkhwa, Pakistan Reposted  
8 hours ago

 · 57 applicants","On-site

 
Internship

 
Internship",https://www.linkedin.com/jobs/view/3739285621,"1,001-5,000 employees · Software Development"
,,,https://www.linkedin.com/jobs/view/3739545619,
