Job Title,Job Info,Job Type,Job Link,employees
,,,https://www.linkedin.com/jobs/view/3732828395,
Video Editor UGC/short ads,"Synergy Creations · Rawalpindi, Punjab, Pakistan (On-site)  
1 week ago",Full-time,https://www.linkedin.com/jobs/view/3732699418,1-10 employees
Marketing Research Analyst,"Zones IT Solutions · Islamabad, Islāmābād, Pakistan (On-site) Reposted  
1 week ago

 · 1,674 applicants",Full-time,https://www.linkedin.com/jobs/view/3570396229,"501-1,000 employees · IT Services and IT Consulting"
Business Analyst I (Salesforce),"S&P Global · Islamabad, Islāmābād, Pakistan (On-site)  
6 days ago

 · 93 applicants",Full-time,https://www.linkedin.com/jobs/view/3733662594,"10,001+ employees · Financial Services"
Data Scientist,"Now Software (Pvt) Limited · Islāmābād, Pakistan (On-site)  
6 days ago",Full-time,https://www.linkedin.com/jobs/view/3732845960,11-50 employees
Customer Support Agent (Spanish fluency),"Flipdish · Karāchi, Sindh, Pakistan (On-site)  
6 days ago

 · 59 applicants",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3733682980,51-200 employees · Software Development
MobilinkHER (Women Returnship Program),"Mobilink Microfinance Bank Ltd · Islāmābād, Pakistan (On-site)  
6 days ago

 · 223 applicants",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3733662351,"1,001-5,000 employees · Banking"
Business Development Officer,"Zameen.com · Islāmābād, Pakistan (On-site)  
1 week ago

 · 134 applicants",Full-time · Associate,https://www.linkedin.com/jobs/view/3732224902,"5,001-10,000 employees · Real Estate"
National Consultancy - Lead Gender Consultant,"UNICEF · Islamabad, Islāmābād, Pakistan Reposted  
5 days ago

 · 335 applicants",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3732230062,"10,001+ employees · Non-profit Organizations"
"Research Executive, Customer Success","NielsenIQ · Lahore, Punjab, Pakistan (Remote) Reposted  
10 hours ago

 · 277 applicants",Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3727697626,"10,001+ employees · Information Services"
Software Engineer,"Bitnine Global Inc. · Islāmābād, Pakistan (On-site)  
6 days ago",Full-time,https://www.linkedin.com/jobs/view/3729024696,51-200 employees
