Job Title,Job Info,Job Type,Job Link,employees
Architect MEAN,"WALEE · Punjab, Pakistan  
2 days ago

 · 9 applicants","Hybrid

 
Full-time",https://www.linkedin.com/jobs/view/3742421385,51-200 employees
,,,https://www.linkedin.com/jobs/view/3742415681,
Full Stack Developer Next-js Mid to Senior Level,"eForte · Karāchi, Sindh, Pakistan Reposted  
2 days ago

 · 56 applicants","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3740064833,11-50 employees
Health Representative - Sukkur,"Pfizer · Islamabad, Islāmābād, Pakistan Reposted  
2 days ago

 · 138 applicants","On-site

 
Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3732001321,"10,001+ employees · Pharmaceutical Manufacturing"
Data Analyst,"CrecenTech Systems Private Limited · Lahore, Punjab, Pakistan  
2 days ago","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3742405651,201-500 employees
Associate Business Analyst,"CureMD · Lahore, Punjab, Pakistan Reposted  
2 days ago

 · 1,706 applicants","On-site

 
Full-time

 
Entry level",https://www.linkedin.com/jobs/view/3542709442,"1,001-5,000 employees · Software Development"
Business Manager,"SS&C Technologies · Karāchi, Sindh, Pakistan  
2 days ago

 · 44 applicants","On-site

 
Full-time

 
Director",https://www.linkedin.com/jobs/view/3742406068,"10,001+ employees · Software Development"
Valuation Manager,"Savills Middle East · Karāchi, Sindh, Pakistan  
2 days ago

 · 5 applicants","Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3741898001,201-500 employees · Real Estate
Implementation Specialist,"TCP Software · Lahore, Punjab, Pakistan Reposted  
3 days ago

 · 223 applicants","Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3707523873,"501-1,000 employees · Software Development"
Associate Sales Representative - Peshawar,"Medtronic · Islamabad, Islāmābād, Pakistan Reposted  
2 days ago

 · 44 applicants","On-site

 
Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3742105475,"10,001+ employees · Medical Equipment Manufacturing"
Data and Analytics Officer,"UNDP Careers · Islamabad, Islāmābād, Pakistan Reposted  
3 days ago

 · 400 applicants","On-site

 
Full-time

 
Entry level",https://www.linkedin.com/jobs/view/3741086774,"10,001+ employees · International Affairs"
Senior VDI System Engineer,"ATSG · Pakistan  
3 days ago

 · 35 applicants","Remote

 
Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3741924876,"501-1,000 employees · IT Services and IT Consulting"
Driver,"Pathfinder International · Peshawar, Khyber Pakhtunkhwa, Pakistan  
2 days ago

 · 86 applicants","Hybrid

 
Full-time

 
Entry level",https://www.linkedin.com/jobs/view/3738159522,"1,001-5,000 employees · Non-profit Organizations"
Marketing Analyst,"Oxford University Press · Karāchi, Sindh, Pakistan Reposted  
3 days ago

 · 401 applicants","On-site

 
Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3728757956,"5,001-10,000 employees · Book and Periodical Publishing"
Operations Specialist - Renewals,"Zones IT Solutions · Islamabad, Islāmābād, Pakistan Reposted  
2 days ago

 · 276 applicants","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3728185447,"501-1,000 employees · IT Services and IT Consulting"
Parkersburg Career Fair!! Oct 26th 11AM-3PM & Oct 27th 11AM-3PM,"Belk · Parkersburg, WV Reposted  
2 days ago

 · 3 applicants","On-site

 
Part-time

 
Entry level",https://www.linkedin.com/jobs/view/3741422608,"10,001+ employees · Retail"
