Job Title,Job Info,Job Type,Job Link,employees
,,,https://www.linkedin.com/jobs/view/3756144045,
Principal Data Scientist,"Herald Analytics · Islamabad, Islāmābād, Pakistan  
2 weeks ago","Hybrid

 
Full-time",https://www.linkedin.com/jobs/view/3753055412,11-50 employees
Machine Learning Engineer,"Nymble Leap · Lahore, Punjab, Pakistan  
2 weeks ago","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3556708085,1-10 employees
Research Assistant,"Consortium for Development Policy Research · Lahore, Punjab, Pakistan Reposted  
2 weeks ago

 · 84 applicants","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3751479307,1-10 employees
Data Processing Associate,"GfK - An NIQ Company · Karachi Division, Sindh, Pakistan Reposted  
1 week ago","On-site

 
Full-time

 
Entry level",https://www.linkedin.com/jobs/view/3749320455,"5,001-10,000 employees · IT Services and IT Consulting"
Business Development Manager,"Makkaanofficial · Rawalpindi, Punjab, Pakistan  
2 weeks ago

 · 25 applicants","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3755213439,51-200 employees
Business Development Manager,"Graana.com · Rawalpindi, Punjab, Pakistan  
2 weeks ago","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3752433006,"501-1,000 employees"
Sales Development Representatives,"IndusTrack · Pakistan  
2 weeks ago","Remote

 
Full-time",https://www.linkedin.com/jobs/view/3719173453,11-50 employees
Technical Recruiter 👩🏾‍💻🔍✊🏾 (remote),"Goodwork · Pakistan  
2 weeks ago","Remote

 
Full-time",https://www.linkedin.com/jobs/view/3749338274,11-50 employees
Supply Chain Assistant,"Nayatel · Faisalabad District, Punjab, Pakistan  
2 weeks ago","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3755201096,"1,001-5,000 employees"
Research Associate,"PESHAWAR · Peshawar, Khyber Pakhtunkhwa, Pakistan  
2 weeks ago

 · 51 applicants","Hybrid

 
Full-time",https://www.linkedin.com/jobs/view/3755527256,"1,001-5,000 employees"
Senior Web Developer,"OneScreen · Islamabad, Islāmābād, Pakistan  
2 weeks ago","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3749342742,51-200 employees
Sales Development Representative,"TheHexaTown · Lahore, Punjab, Pakistan  
2 weeks ago","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3755233881,11-50 employees
Junior Android Developer,"MWAN Mobile · Rawalpindi, Punjab, Pakistan  
2 weeks ago","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3754589799,11-50 employees
Business Development Executive,"ORBIN · Karachi Division, Sindh, Pakistan  
2 weeks ago","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3468027562,11-50 employees
Verifier - U65 Health Insurance & Final Expense,"EDM Solutions · Rawalpindi, Punjab, Pakistan  
2 weeks ago

 · 89 applicants","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3756110903,11-50 employees
Data Engineer,"TenX  · Lahore, Punjab, Pakistan  
2 weeks ago","On-site

 
Full-time

 
Associate",https://www.linkedin.com/jobs/view/3754597111,201-500 employees · IT Services and IT Consulting
Wordpress Development Lead,"Sleek Algo · Karāchi, Sindh, Pakistan  
2 weeks ago

 · 40 applicants","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3754582297,1-10 employees
BIM Specialist MEP,"EA Consulting (PVT) Ltd · Karāchi, Sindh, Pakistan  
2 weeks ago","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3699698902,"501-1,000 employees"
Odoo Developer,"Dow Group · Lahore, Punjab, Pakistan  
2 weeks ago","Remote

 
Full-time",https://www.linkedin.com/jobs/view/3755276977,51-200 employees
Tendering Engineer,"Fescon (Private) Limited · Lahore, Punjab, Pakistan  
2 weeks ago","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3744817832,201-500 employees
Sales Executive,"Dynamic Solutions · Lahore, Punjab, Pakistan  
2 weeks ago","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3755502585,11-50 employees
,,,https://www.linkedin.com/jobs/view/3755220489,
ORACLE SOFTWARE DEVELOPER,"Nimra Textile (Pvt) Ltd. · Faisalabad, Punjab, Pakistan  
2 weeks ago","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3755211597,"1,001-5,000 employees"
Wordpress Developer,"Quality Resource Pvt Ltd · Lahore, Punjab, Pakistan Reposted  
2 weeks ago","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3754766080,201-500 employees
Human Resources Assistant,"Nayatel · Multan District, Punjab, Pakistan  
2 weeks ago","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3755516755,"1,001-5,000 employees"
